SF,direction,SF1
Aber_railway_station,SW,Castell_Coch
Aber_railway_station,SW,Creigiau_railway_station
Aber_railway_station,W,Church_Village
Aber_railway_station,W,Church_Village_Halt_railway_station
Aber_railway_station,W,Efail_Isaf_railway_station
Aber_railway_station,SW,Electricity_Sub_Station
Aber_railway_station,SW,Chris_Leach_&_Associates_Ltd
Aber_railway_station,SW,Garth_Olwg
Aber_railway_station,S,H_T_Fox_Roofing_&_Leadwork
Aber_railway_station,SW,Devine_Wines_Ltd
Aber_railway_station,SE,St_Isan
Aber_railway_station,SW,Tumulus
Aber_railway_station,S,S-G_Recruitment_Services
Aber_railway_station,SW,Ynys_Bridge
Aber_railway_station,SW,Quarry_Disused
Aberaman_railway_station,NW,Aberdare_Low_Level_railway_station
Aberaman_railway_station,SE,Sardis_Road
Aberbargoed_Hospital,NW,Aber_Bargoed_railway_station
Aberbargoed_Hospital,E,Argoed_railway_station
Aberbargoed_Hospital,W,Bargoed_railway_station
Abercarn_railway_station,S,Cefn_Onn_Halt_railway_station
Abercarn_railway_station,W,Abercynon_North_railway_station
Abercarn_railway_station,W,Abercynon_railway_station
Abercarn_railway_station,W,Cilfynydd
Abercarn_railway_station,SW,Abertridwr_railway_station
Abercarn_railway_station,NW,Bargoed_railway_station
Abercarn_railway_station,NW,Aberbargoed_Hospital
Abercwmboi_Halt_railway_station,NW,Aberaman_railway_station
Abercwmboi_Halt_railway_station,NW,Abernant_railway_station
Abercwmboi_Halt_railway_station,SE,Cilfynydd
Abercwmboi_Halt_railway_station,E,Aber_Bargoed_railway_station
Abercwmboi_Halt_railway_station,E,Bargoed_railway_station
Abercynon_North_railway_station,NW,Abercwmboi_Halt_railway_station
Abercynon_railway_station,NW,Abercynon_North_railway_station
Abercynon_railway_station,S,Cefn_Eglwysilan
Abercynon_railway_station,S,Sardis_Road
Abercynon_railway_station,NE,Aber_Bargoed_railway_station
Abercynon_railway_station,NE,Argoed_railway_station
Abercynon_railway_station,NE,Bargoed_railway_station
Abercynon_railway_station,NE,Brithdir_railway_station
Abercynon_railway_station,NE,Aberbargoed_Hospital
Aberdare_railway_station,S,Aberdare_Low_Level_railway_station
Abernant_railway_station,S,Aberaman_railway_station
Abernant_railway_station,SW,Aberdare_Low_Level_railway_station
Abernant_railway_station,SW,Aberdare_railway_station
Abernant_railway_station,S,Cwmbach_railway_station
Aberthaw_High_Level_railway_station,E,Barry_Island_railway_station
Aberthaw_High_Level_railway_station,NW,Cowbridge_railway_station
Aberthaw_High_Level_railway_station,E,Bastion_Road
Aberthaw_High_Level_railway_station,NE,Water_Wheel
Aberthaw_High_Level_railway_station,NE,Plymouth_Earl_of_Estates_Ltd
Aberthaw_Low_Level_railway_station,NE,Aberthaw_High_Level_railway_station
Aberthaw_power_stations,E,Aberthaw_High_Level_railway_station
Aberthaw_power_stations,E,Aberthaw_Low_Level_railway_station
Aberthaw_power_stations,N,Aberthin_Platform_railway_station
Aberthin_Platform_railway_station,NE,Castell_Coch
Aberthin_Platform_railway_station,E,St_Fagans_National_History_Museum
Aberthin_Platform_railway_station,NE,Creigiau_railway_station
Aberthin_Platform_railway_station,E,Danescourt_railway_station
Aberthin_Platform_railway_station,N,Clydach_Vale
Aberthin_Platform_railway_station,N,Coed-Ely
Aberthin_Platform_railway_station,N,Coed_Ely_railway_station
Aberthin_Platform_railway_station,NE,Cross_Inn_railway_station
Aberthin_Platform_railway_station,N,Mynydd_William_Meyrick
Aberthin_Platform_railway_station,S,Aberthaw_High_Level_railway_station
Aberthin_Platform_railway_station,S,Aberthaw_Low_Level_railway_station
Aberthin_Platform_railway_station,E,Copthorne_Hotel_Cardiff
Aberthin_Platform_railway_station,NE,Electricity_Sub_Station
Aberthin_Platform_railway_station,E,Culver_Financial_Management
Aberthin_Platform_railway_station,E,Water_Wheel
Aberthin_Platform_railway_station,NE,H_T_Fox_Roofing_&_Leadwork
Aberthin_Platform_railway_station,NE,Hill_Cottage
Aberthin_Platform_railway_station,E,Wildwood_Ecology_Ltd
Aberthin_Platform_railway_station,E,Agri_Sgj_Ltd
Aberthin_Platform_railway_station,NE,Creigiau_Pharmacy
Aberthin_Platform_railway_station,E,Plymouth_Earl_of_Estates_Ltd
Aberthin_Platform_railway_station,E,Sluice
Aberthin_Platform_railway_station,NE,Ashvale_Contractors_Ltd
Aberthin_Platform_railway_station,NE,Choice
Aberthin_Platform_railway_station,NE,Refuse_Tip-Disused
Aberthin_Platform_railway_station,NE,Foot_Bridge
Aberthin_Platform_railway_station,NE,S-G_Recruitment_Services
Aberthin_Platform_railway_station,NE,Ynys_Bridge
Aberthin_Platform_railway_station,E,Tennis_Courts
Aberthin_Platform_railway_station,E,Culver_Holdings_Plc
Aberthin_Platform_railway_station,NE,The_Surgery
Aberthin_Platform_railway_station,NE,Tynycoed_Farm_Independant_Hospital
Abertridwr_railway_station,S,Castell_Coch
Abertridwr_railway_station,NW,Abercynon_railway_station
Abertridwr_railway_station,SW,Church_Village
Abertridwr_railway_station,SW,Church_Village_Halt_railway_station
Abertridwr_railway_station,SW,Efail_Isaf_railway_station
Abertridwr_railway_station,NW,Cefn_Eglwysilan
Abertridwr_railway_station,SE,Aber_railway_station
Abertridwr_railway_station,E,Crosskeys_railway_station
Abertridwr_railway_station,N,Aberbargoed_Hospital
Abertridwr_railway_station,SE,Caerphilly_Castle
Abertridwr_railway_station,S,Electricity_Sub_Station
Abertridwr_railway_station,S,Chris_Leach_&_Associates_Ltd
Abertridwr_railway_station,S,Garth_Olwg
Abertridwr_railway_station,SW,Pylon
Abertridwr_railway_station,S,Devine_Wines_Ltd
Abertridwr_railway_station,SW,Creigiau_Pharmacy
Abertridwr_railway_station,SE,Reservoir_Covered
Abertridwr_railway_station,S,Ashvale_Contractors_Ltd
Abertridwr_railway_station,SW,Choice
Abertridwr_railway_station,SW,Refuse_Tip-Disused
Abertridwr_railway_station,SE,Denison
Abertridwr_railway_station,S,Tumulus
Abertridwr_railway_station,S,Ynys_Bridge
Abertridwr_railway_station,SE,Schools_Into_Europe
Abertridwr_railway_station,S,Quarry_Disused
Abertridwr_railway_station,SW,The_Surgery
Abertridwr_railway_station,SW,Tynycoed_Farm_Independant_Hospital
Abertridwr_railway_station,SE,Lay-By
Abertysswg_railway_station,SW,Abercwmboi_Halt_railway_station
Alberta_Place_Halt_railway_station,N,Cardiff_Bay_Barrage
Alberta_Place_Halt_railway_station,W,Barry_Power_Station
Alberta_Place_Halt_railway_station,N,Cogan_railway_station
Alberta_Place_Halt_railway_station,N,Watkiss_Way-1
Alberta_Place_Halt_railway_station,N,Fish_Ladder
Allt-yr-yn,E,Celtic_Manor_Resort
Altolusso,SW,Ing_Direct
Altolusso,W,Mosaica_Medi__&_Marketing
Altolusso,W,The_Golden_Cross
Altolusso,W,Peverel_Services_Ltd
Altolusso,S,Signal_Light
Altolusso,W,Tracing_Direct_Ltd
Altolusso,W,Bute_Terrace
Argoed_railway_station,W,Aber_Bargoed_railway_station
Argoed_railway_station,SE,Abercarn_railway_station
Argoed_railway_station,SE,Crosskeys_railway_station
Argoed_railway_station,SE,Caerleon_railway_station
Athletic_Ground_Aberdare,SE,Aberaman_railway_station
Athletic_Ground_Aberdare,W,Aberdare_Low_Level_railway_station
Athletic_Ground_Aberdare,NW,Aberdare_railway_station
Athletic_Ground_Aberdare,NE,Abernant_railway_station
Athletic_Ground_Aberdare,SE,Cwmbach_railway_station
Atlantic_College_Lifeboat_Station,NE,Coed-Ely
Atlantic_College_Lifeboat_Station,E,Aberthaw_power_stations
Bargoed_railway_station,SW,Cilfynydd
Bargoed_railway_station,SW,Cefn_Eglwysilan
Bargoed_railway_station,N,Aber_Bargoed_railway_station
Bargoed_railway_station,S,Aber_railway_station
Bargoed_railway_station,S,Abertridwr_railway_station
Bargoed_railway_station,S,Caerphilly_Castle
Barry_Dock_Lifeboat_Station,NE,Alberta_Place_Halt_railway_station
Barry_Dock_Lifeboat_Station,W,Barry_railway_station
Barry_Docks_railway_station,S,Barry_Dock_Lifeboat_Station
Barry_Island_railway_station,E,Barry_Dock_Lifeboat_Station
Barry_Island_railway_station,NE,Barry_Docks_railway_station
Barry_Power_Station,SW,Barry_Dock_Lifeboat_Station
Barry_Power_Station,W,Barry_Docks_railway_station
Barry_Power_Station,NE,Dingle_Road_railway_station
Barry_Power_Station,W,Bastion_Road
Barry_railway_station,W,Aberthaw_High_Level_railway_station
Barry_railway_station,W,Aberthaw_Low_Level_railway_station
Barry_railway_station,NW,Aberthin_Platform_railway_station
Barry_railway_station,E,Barry_Docks_railway_station
Barry_railway_station,SE,Barry_Island_railway_station
Bassaleg_Junction_railway_station,SW,Childrens_Hospital_for_Wales
Bassaleg_Junction_railway_station,SW,Hilton_Cardiff
Bassaleg_Junction_railway_station,SW,Holland_House_Cardiff
Bassaleg_Junction_railway_station,SW,National_Museum_Cardiff
Bassaleg_Junction_railway_station,SW,New_Theatre_Cardiff
Bassaleg_Junction_railway_station,SW,RAF_Pengam_Moors
Bassaleg_Junction_railway_station,W,Cefn_Onn_Halt_railway_station
Bassaleg_Junction_railway_station,NW,Abercarn_railway_station
Bassaleg_Junction_railway_station,NW,Crosskeys_railway_station
Bassaleg_Junction_railway_station,W,Ruperra_Castle
Bassaleg_Junction_railway_station,NE,Allt-yr-yn
Bassaleg_Junction_railway_station,SW,Public_Telephone
Bassaleg_Junction_railway_station,SW,Pontyprennau_Pharmacy
Bassaleg_Junction_railway_station,W,Fort_Castle_Field
Bassaleg_Junction_railway_station,SW,Back_on_the_Move
Bassaleg_Junction_railway_station,SW,Statue
Bassaleg_Junction_railway_station,SW,Henrys_Cafe_Bar
Bassaleg_Junction_railway_station,SW,Vitality_Gym_&_Health_Club
Bassaleg_Junction_railway_station,SW,Sundial
Bassaleg_Junction_railway_station,SW,Health_Visitors_Office
Bassaleg_Junction_railway_station,SW,System_Street_MOT_Station
Bassaleg_Junction_railway_station,SW,Cardiff_Alcohol_&_Drugs_Team
Bassaleg_Junction_railway_station,SW,Lighting_Tower
Bassaleg_Junction_railway_station,SW,R_M_Guy_Gas_Services_Ltd
Bassaleg_Junction_railway_station,W,Howard_J_Weare_&_Co
Bassaleg_Junction_railway_station,SW,Statue-1
Bassaleg_Junction_railway_station,SW,Community_Centre
Bassaleg_Junction_railway_station,SW,Multiple_Sclerosis_Society
Bassaleg_Junction_railway_station,SW,Subway-1
Bassaleg_Junction_railway_station,SW,Display_One_Ltd
Bassaleg_Junction_railway_station,SW,Gypsy_Caravan_Site
Bassaleg_Junction_railway_station,SW,Community_Addictions_Unit
Bassaleg_Junction_railway_station,SW,Four_Elms_Medical_Centres
Bassaleg_Junction_railway_station,SW,Pelcare_Ltd
Bassaleg_Junction_railway_station,SW,Pump
Bastion_Road,S,Barry_Docks_railway_station
Bastion_Road,S,Barry_Island_railway_station
Bastion_Road,SW,Barry_railway_station
Bastion_Road,NE,Dinas_Powys_railway_station
Bayscape,NW,Cardiff_International_Sports_Stadium
Bayscape,N,St_Mary_of_the_Angels_R_C_Church_Canton
Bayscape,W,Watkiss_Way-1
Bayscape,N,Other_Roads_Films
Bayscape,NW,Hadfield_Road
Bayscape,S,Slipway
Bayscape,SE,Wharf-Disused
Bayscape,N,Appletree_Nursery
Bayscape,N,Frankie_&_Bennys
Bayscape,NW,B_T_Data_Centre_Cardiff_Bay
Bayscape,S,Landing_Stage
Bayscape,E,Planet_Ice_Cardiff_Arena
Bayscape,E,Cardiff_Bay_Yacht_Club
Bayscape,NW,Maplin_Electronics
Bayscape,N,Bus_Depot
Bayscape,NW,Watkiss_Way-2
Bayscape,NE,Gantry
Beddau_Halt_railway_station,SE,Creigiau_railway_station
Beddau_Halt_railway_station,NE,Church_Village
Beddau_Halt_railway_station,NE,Church_Village_Halt_railway_station
Beddau_Halt_railway_station,NE,Cefn_Eglwysilan
Beddau_Halt_railway_station,E,Pylon
Beddau_Halt_railway_station,S,Hill_Cottage
Beddau_Halt_railway_station,SE,Creigiau_Pharmacy
Beddau_Halt_railway_station,SE,Choice
Beddau_Halt_railway_station,SE,Refuse_Tip-Disused
Beddau_Halt_railway_station,E,Tumulus
Beddau_Halt_railway_station,SE,The_Surgery
Beddau_Halt_railway_station,SE,Tynycoed_Farm_Independant_Hospital
Birchgrove_railway_station,E,Llanishen_Reservoir
Birchgrove_railway_station,SE,University_Hospital_of_Wales
Birchgrove_railway_station,W,Whitchurch_Hospital
Birchgrove_railway_station,SE,Cathays_railway_station
Birchgrove_railway_station,N,Aber_railway_station
Birchgrove_railway_station,N,Caerphilly_railway_station
Birchgrove_railway_station,W,NatWest
Birchgrove_railway_station,SW,Hayes_Flooring
Birchgrove_railway_station,SE,Let_Wise
Birchgrove_railway_station,W,H_T_Fox_Roofing_&_Leadwork
Birchgrove_railway_station,NE,Llys_Enfys
Birchgrove_railway_station,W,Institute_of_Cancer_&_Genetics
Birchgrove_railway_station,E,Celyn_Avenue
Birchgrove_railway_station,N,Ion_Graphic
Birchgrove_railway_station,E,Budd_Electrical_Spares_Department
Birchgrove_railway_station,NW,Reservoir_Covered
Birchgrove_railway_station,W,Slot_Cars_Wales_Ltd
Birchgrove_railway_station,NE,St_Isan
Birchgrove_railway_station,W,Ashvale_Contractors_Ltd
Birchgrove_railway_station,W,Cancer_Research_UK
Birchgrove_railway_station,S,Celtic_Road
Birchgrove_railway_station,S,Geoff_Flynn
Birchgrove_railway_station,W,Cancer_Research_Wales_Library_Within_Velindre_Hospital
Birchgrove_railway_station,SE,Monmouth_House
Birchgrove_railway_station,SW,Octopus_Creative_Design
Birchgrove_railway_station,W,William_Hill
Birchgrove_railway_station,S,C_G_Rees_Supply_Ltd
Birchgrove_railway_station,NE,Howard_J_Weare_&_Co
Birchgrove_railway_station,NW,Denison
Birchgrove_railway_station,S,Hall_Bookkeeping
Birchgrove_railway_station,W,Foot_Bridge
Birchgrove_railway_station,NW,Schools_Into_Europe
Birchgrove_railway_station,W,Nature_Reserve
Birchgrove_railway_station,SE,King_Georges_Field_Playing_Fields
Birchgrove_railway_station,E,Three_Arches_Ave
Birchgrove_railway_station,E,Miranda_Parsons
Birchgrove_railway_station,N,Lay-By
Brithdir_railway_station,S,Aber_Bargoed_railway_station
Brithdir_railway_station,NW,Abertysswg_railway_station
Brithdir_railway_station,SE,Argoed_railway_station
Brithdir_railway_station,S,Aberbargoed_Hospital
Bute_Town,SW,Aberaman_railway_station
Bute_Town,S,Abercynon_North_railway_station
Bute_Town,S,Abercynon_railway_station
Bute_Town,SW,Abernant_railway_station
Bute_Town,SW,Cwmbach_railway_station
Bute_Town,SW,Lluest-wen_Reservoir
Bute_Town,SE,Abertysswg_railway_station
Caerleon_railway_station,W,Abercarn_railway_station
Caerleon_railway_station,W,Crosskeys_railway_station
Caerleon_railway_station,SW,Allt-yr-yn
Caerphilly_Castle,W,Aber_railway_station
Caerphilly_Castle,NE,Abercarn_railway_station
Caerphilly_Castle,N,Argoed_railway_station
Caerphilly_Castle,S,Caerphilly_railway_station
Caerphilly_Castle,NE,Crosskeys_railway_station
Caerphilly_railway_station,SE,Llanishen_Reservoir
Caerphilly_railway_station,S,Whitchurch_Hospital
Caerphilly_railway_station,SE,Cefn_Onn_Halt_railway_station
Caerphilly_railway_station,NW,Aber_railway_station
Caerphilly_railway_station,S,NatWest
Caerphilly_railway_station,SE,Fort_Castle_Field
Caerphilly_railway_station,S,Hayes_Flooring
Caerphilly_railway_station,S,Tank
Caerphilly_railway_station,SW,H_T_Fox_Roofing_&_Leadwork
Caerphilly_railway_station,S,Institute_of_Cancer_&_Genetics
Caerphilly_railway_station,S,Ion_Graphic
Caerphilly_railway_station,S,Reservoir_Covered
Caerphilly_railway_station,S,Slot_Cars_Wales_Ltd
Caerphilly_railway_station,S,Cancer_Research_UK
Caerphilly_railway_station,S,Cancer_Research_Wales_Library_Within_Velindre_Hospital
Caerphilly_railway_station,S,William_Hill
Caerphilly_railway_station,S,Denison
Caerphilly_railway_station,SW,S-G_Recruitment_Services
Caerphilly_railway_station,S,Schools_Into_Europe
Caerphilly_railway_station,S,Nature_Reserve
Caerphilly_railway_station,SE,Three_Arches_Ave
Caerphilly_railway_station,SE,Miranda_Parsons
Caerphilly_railway_station,S,Lay-By
Capitol_Centre,NW,University_Hospital_of_Wales
Capitol_Centre,SW,Castle_Quarter
Capitol_Centre,S,Driving_Test_Centre-Cardiff
Capitol_Centre,E,Subway
Capitol_Centre,NW,Henrys_Cafe_Bar
Capitol_Centre,S,Everyday_Loans_Ltd
Capitol_Centre,NW,Vitality_Gym_&_Health_Club
Capitol_Centre,E,Cash_Machine-Bank_Machine_Limited
Capitol_Centre,E,Tommys_Bar_Uwic
Capitol_Centre,S,Little_Tiger
Capitol_Centre,S,Terrence_Higgins_Trust
Capitol_Centre,NW,Allotment_Gardens
Capitol_Centre,W,Hair_Essentials_Ltd
Capitol_Centre,W,The_Works
Capitol_Centre,E,Thompsons_Solicitors_LLP
Cardiff_Arms_Park,NE,Cardiff_town_walls
Cardiff_Arms_Park,NE,National_Car_Parks_Plc
Cardiff_Arms_Park,W,Cash_Machine-Royal_Bank_of_Scotland
Cardiff_Arms_Park,SE,Way_Ahead
Cardiff_Arms_Park,W,Rugby_Football_Ground
Cardiff_Arms_Park,NW,Other_Roads_Films
Cardiff_Arms_Park,W,Tesco
Cardiff_Arms_Park,NE,Henrys_Cafe_Bar
Cardiff_Arms_Park,NE,Vitality_Gym_&_Health_Club
Cardiff_Arms_Park,S,Pure_Gym
Cardiff_Arms_Park,N,Drinking_Fountain
Cardiff_Arms_Park,NE,Castle_Ka
Cardiff_Arms_Park,W,Boiler_Plant_Maintenance_Glamorgan_Ltd
Cardiff_Arms_Park,S,Vue_Cinemas
Cardiff_Arms_Park,NE,The_Works
Cardiff_Arms_Park,S,Ben_&_Jerrys
Cardiff_Arms_Park,W,Tuck_in_Grill_House
Cardiff_Athletics_Stadium,SE,Bayscape
Cardiff_Athletics_Stadium,NE,Cardiff_Arms_Park
Cardiff_Athletics_Stadium,SE,Cardiff_International_Pool
Cardiff_Athletics_Stadium,W,Cardiff_International_Sports_Stadium
Cardiff_Athletics_Stadium,E,Wales_Millennium_Centre
Cardiff_Athletics_Stadium,SE,Cardiff_Bay_Barrage
Cardiff_Athletics_Stadium,E,Cardiff_Bay_railway_station
Cardiff_Athletics_Stadium,E,Cardiff_Central_railway_station
Cardiff_Athletics_Stadium,S,Eastbrook_railway_station
Cardiff_Athletics_Stadium,N,Cash_Machine-Royal_Bank_of_Scotland
Cardiff_Athletics_Stadium,W,Hafal
Cardiff_Athletics_Stadium,SE,Watkiss_Way-1
Cardiff_Athletics_Stadium,NE,Rugby_Football_Ground
Cardiff_Athletics_Stadium,E,Lloyd_George_Avenue
Cardiff_Athletics_Stadium,W,Hadfield_Road
Cardiff_Athletics_Stadium,NW,Canton_Rugby_&_Athletic_Club
Cardiff_Athletics_Stadium,N,Tesco
Cardiff_Athletics_Stadium,SE,Slipway
Cardiff_Athletics_Stadium,SE,Weighbridge
Cardiff_Athletics_Stadium,W,Agri_Sgj_Ltd
Cardiff_Athletics_Stadium,N,Jubilee_Park
Cardiff_Athletics_Stadium,SE,Fish_Ladder
Cardiff_Athletics_Stadium,E,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Cardiff_Athletics_Stadium,E,Pure_Gym
Cardiff_Athletics_Stadium,W,Greenwood_Lane
Cardiff_Athletics_Stadium,W,Filter_Beds
Cardiff_Athletics_Stadium,SE,Appletree_Nursery
Cardiff_Athletics_Stadium,SE,Cardiff_Yacht_Club
Cardiff_Athletics_Stadium,NE,Drinking_Fountain
Cardiff_Athletics_Stadium,SE,Frankie_&_Bennys
Cardiff_Athletics_Stadium,SE,B_T_Data_Centre_Cardiff_Bay
Cardiff_Athletics_Stadium,E,Recreation_Ground
Cardiff_Athletics_Stadium,E,Bishop_&_Olden_Solicitors
Cardiff_Athletics_Stadium,SE,Cardiff_Ice_Rink
Cardiff_Athletics_Stadium,N,Boiler_Plant_Maintenance_Glamorgan_Ltd
Cardiff_Athletics_Stadium,E,Vue_Cinemas
Cardiff_Athletics_Stadium,W,Playin_Field
Cardiff_Athletics_Stadium,SE,Landing_Stage
Cardiff_Athletics_Stadium,W,K-F-C_Ltd
Cardiff_Athletics_Stadium,E,Fountain
Cardiff_Athletics_Stadium,E,Ben_&_Jerrys
Cardiff_Athletics_Stadium,SE,Planet_Ice_Cardiff_Arena
Cardiff_Athletics_Stadium,NE,Water
Cardiff_Athletics_Stadium,E,Institute_of_Welsh_Affairs
Cardiff_Athletics_Stadium,SW,Maplin_Electronics
Cardiff_Athletics_Stadium,W,Plymouth_Arms
Cardiff_Athletics_Stadium,E,Craft_in_the_Bay
Cardiff_Athletics_Stadium,NW,Ladbrokes_Plc
Cardiff_Athletics_Stadium,E,Makers_Guild_in_Wales_Craft_in_the_Bay
Cardiff_Athletics_Stadium,NW,R_A_S
Cardiff_Athletics_Stadium,W,McDonalds_Restaurant
Cardiff_Athletics_Stadium,E,The_Makers_Guild
Cardiff_Athletics_Stadium,E,Bus_Depot
Cardiff_Athletics_Stadium,N,Tuck_in_Grill_House
Cardiff_Athletics_Stadium,SE,Watkiss_Way-2
Cardiff_Athletics_Stadium,E,Depot
Cardiff_Athletics_Stadium,SE,Gantry
Cardiff_Bay_Barrage,W,Cardiff_International_Pool
Cardiff_Bay_Barrage,N,Mermaid_Quay
Cardiff_Bay_Barrage,N,Pierhead_Building
Cardiff_Bay_Barrage,N,St_Davids_Hotel_&_Spa
Cardiff_Bay_Barrage,W,Cogan_railway_station
Cardiff_Bay_Barrage,N,Lock
Cardiff_Bay_Barrage,N,Business_Centre
Cardiff_Bay_Barrage,N,Mermaid_Quay_Waterbus
Cardiff_Bay_Barrage,N,Taxi_Vans_Cardiff
Cardiff_Bay_Barrage,W,Slipway
Cardiff_Bay_Barrage,W,Weighbridge
Cardiff_Bay_Barrage,N,Cardiff_House_Clearance
Cardiff_Bay_Barrage,W,Wharf-Disused
Cardiff_Bay_Barrage,SW,Fish_Ladder
Cardiff_Bay_Barrage,N,Scott_Harbour
Cardiff_Bay_Barrage,N,Haul-4_U
Cardiff_Bay_Barrage,NW,Cardiff_Yacht_Club
Cardiff_Bay_Barrage,N,Flagstaff
Cardiff_Bay_Barrage,W,Cardiff_Ice_Rink
Cardiff_Bay_Barrage,N,Interior_Design_&_C-A-D_Workshops
Cardiff_Bay_Barrage,N,Sewage_Pumping_Station
Cardiff_Bay_Barrage,W,Landing_Stage
Cardiff_Bay_Barrage,N,Multiple_Sclerosis_Society
Cardiff_Bay_Barrage,N,Y_Senedd
Cardiff_Bay_Barrage,W,Planet_Ice_Cardiff_Arena
Cardiff_Bay_Barrage,W,Cardiff_Bay_Yacht_Club
Cardiff_Bay_Barrage,N,B_B_C_Political_Group
Cardiff_Bay_Barrage,N,Lagoons_&_Wetlands_Nature_Reserve
Cardiff_Bay_Barrage,N,Welsh_Liberal_Democrats
Cardiff_Bay_Barrage,W,Watkiss_Way-2
Cardiff_Bay_Barrage,N,Play_Ground
Cardiff_Bay_Barrage,NW,Gantry
Cardiff_Bay_Barrage,N,Cadwaladers_Ice_Cream
Cardiff_Bay_railway_station,N,Altolusso
Cardiff_Bay_railway_station,N,Childrens_Hospital_for_Wales
Cardiff_Bay_railway_station,NW,Meridian_Gate_Cardiff
Cardiff_Bay_railway_station,S,Mermaid_Quay
Cardiff_Bay_railway_station,N,Motorpoint_Arena_Cardiff
Cardiff_Bay_railway_station,SE,Pierhead_Building
Cardiff_Bay_railway_station,NE,RAF_Pengam_Moors
Cardiff_Bay_railway_station,N,Ty_Pont_Haearn
Cardiff_Bay_railway_station,S,Techniquest
Cardiff_Bay_railway_station,SE,Wales_Millennium_Centre
Cardiff_Bay_railway_station,NW,Cardiff_Central_railway_station
Cardiff_Bay_railway_station,N,Public_Telephone
Cardiff_Bay_railway_station,NW,Ing_Direct
Cardiff_Bay_railway_station,SW,Business_Centre
Cardiff_Bay_railway_station,E,Hollywood_Bowl
Cardiff_Bay_railway_station,N,Back_on_the_Move
Cardiff_Bay_railway_station,N,Lloyd_George_Avenue
Cardiff_Bay_railway_station,S,Road_Tunnel
Cardiff_Bay_railway_station,N,Mosaica_Medi__&_Marketing
Cardiff_Bay_railway_station,E,Grosvenor_Casinos
Cardiff_Bay_railway_station,N,Peverel_Services_Ltd
Cardiff_Bay_railway_station,E,Cash_Machine-TRM_Corporation
Cardiff_Bay_railway_station,SW,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Cardiff_Bay_railway_station,N,Adam_Street
Cardiff_Bay_railway_station,N,Cash_Machine-Bank_Machine_Limited
Cardiff_Bay_railway_station,N,Tommys_Bar_Uwic
Cardiff_Bay_railway_station,N,Signal_Light
Cardiff_Bay_railway_station,N,Tracing_Direct_Ltd
Cardiff_Bay_railway_station,N,System_Street_MOT_Station
Cardiff_Bay_railway_station,N,Cardiff_Alcohol_&_Drugs_Team
Cardiff_Bay_railway_station,W,Recreation_Ground
Cardiff_Bay_railway_station,SW,Bishop_&_Olden_Solicitors
Cardiff_Bay_railway_station,N,Pipelines
Cardiff_Bay_railway_station,E,Interior_Design_&_C-A-D_Workshops
Cardiff_Bay_railway_station,SW,Sewage_Pumping_Station
Cardiff_Bay_railway_station,SE,Fountain
Cardiff_Bay_railway_station,E,Bar
Cardiff_Bay_railway_station,SW,Adelaide_Street
Cardiff_Bay_railway_station,SW,Institute_of_Welsh_Affairs
Cardiff_Bay_railway_station,SE,Craft_in_the_Bay
Cardiff_Bay_railway_station,S,Lagoons_&_Wetlands_Nature_Reserve
Cardiff_Bay_railway_station,SE,Makers_Guild_in_Wales_Craft_in_the_Bay
Cardiff_Bay_railway_station,SE,The_Makers_Guild
Cardiff_Bay_railway_station,NW,Depot
Cardiff_Central_railway_station,S,Bayscape
Cardiff_Central_railway_station,NW,Cardiff_Arms_Park
Cardiff_Central_railway_station,S,Cardiff_International_Pool
Cardiff_Central_railway_station,N,Cardiff_Story
Cardiff_Central_railway_station,N,Cardiff_town_walls
Cardiff_Central_railway_station,NE,Meridian_Gate_Cardiff
Cardiff_Central_railway_station,SE,Mermaid_Quay
Cardiff_Central_railway_station,NW,Millennium_Stadium
Cardiff_Central_railway_station,SE,St_Davids_Hotel_&_Spa
Cardiff_Central_railway_station,NE,Ty_Pont_Haearn
Cardiff_Central_railway_station,SE,Techniquest
Cardiff_Central_railway_station,NE,Castle_Quarter
Cardiff_Central_railway_station,NW,National_Car_Parks_Plc
Cardiff_Central_railway_station,E,Ing_Direct
Cardiff_Central_railway_station,NW,Cash_Machine-Royal_Bank_of_Scotland
Cardiff_Central_railway_station,S,Business_Centre
Cardiff_Central_railway_station,S,Watkiss_Way-1
Cardiff_Central_railway_station,NW,Way_Ahead
Cardiff_Central_railway_station,NW,Rugby_Football_Ground
Cardiff_Central_railway_station,SE,Road_Tunnel
Cardiff_Central_railway_station,N,Kingsway
Cardiff_Central_railway_station,NW,Tesco
Cardiff_Central_railway_station,SE,Mermaid_Quay_Waterbus
Cardiff_Central_railway_station,S,Taxi_Vans_Cardiff
Cardiff_Central_railway_station,NE,The_Golden_Cross
Cardiff_Central_railway_station,S,Weighbridge
Cardiff_Central_railway_station,S,Cardiff_House_Clearance
Cardiff_Central_railway_station,SE,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Cardiff_Central_railway_station,NW,Pure_Gym
Cardiff_Central_railway_station,SE,Cadwyn_Capital_LLP
Cardiff_Central_railway_station,S,Appletree_Nursery
Cardiff_Central_railway_station,S,Cardiff_Yacht_Club
Cardiff_Central_railway_station,S,Frankie_&_Bennys
Cardiff_Central_railway_station,S,B_T_Data_Centre_Cardiff_Bay
Cardiff_Central_railway_station,SE,Recreation_Ground
